1-086C	風	ユフィ	1	FINAL FANTASY VII	FINAL FANTASY VII	ff7	opus1/1-086C.png				"&copy;1997,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-087C	風	弓使い	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-087C.png				&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-088C	風	弓使い	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-088C.png			opus1/wind.html	&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-089H	風	リュック	1	FINAL FANTASY X	FINAL FANTASY X	ff10	opus1/1-089H.png			opus1/wind.html	"&copy;2001,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-090R	風	リュック	1	FINAL FANTASY X	FINAL FANTASY X	ff10	opus1/1-090R.png				"&copy;2001,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-091R	土	アモダ	1	FINAL FANTASY XIII	FINAL FANTASY XIII	ff13	opus1/1-091R.png				"&copy; 2009, 2010, 2014 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-092C	土	暗黒騎士	1	FINAL FANTASY TACTICS THE WAR OF THE LIONS	FINAL FANTASY TACTICS 獅子戦争	ffts	opus1/1-092C.png				"&copy;1997,2007 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER ILLUSTRATION: Akihiko Yoshida"
1-093H	土	ヴァニラ	1	FINAL FANTASY XIII	FINAL FANTASY XIII	ff13	opus1/1-093H.png				"&copy; 2009, 2010, 2014 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-094R	土	ヴィンセント	1	FINAL FANTASY VII	FINAL FANTASY VII	ff7	opus1/1-094R.png				"&copy;1997,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-095R	土	エナ・クロ	1	WORLD OF FINAL FANTASY	WORLD OF FINAL FANTASY	woff	opus1/1-095R.png				"&copy; SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN:TETSUYA NOMURA/YASUHISA IZUMISAWA"
1-096C	土	陰陽士	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-096C.png			opus1/earth.html	&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-097H	土	ガイ	1	FINAL FANTASY II	FINAL FANTASY II	ff2	opus1/1-097H.png				"&copy;1988,2012 SQUARE ENIX CO., LTD. All Rights Reserved.
IMAGE ILLUSTRATION:&copy;1988 YOSHITAKA AMANO"
1-098R	土	ガブラス	1	DISSIDIA FINAL FANTASY	DISSIDIA FINAL FANTASY	dissidia	opus1/1-098R.png				"&copy;2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-099C	土	空手家	1	FINAL FANTASY III (NINTENDO-DS)	FINAL FANTASY III	ff3	opus1/1-099C.png				"&copy;1990,2006 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: Akihiko Yoshida"
1-100C	土	空手家	1	FINAL FANTASY III (NINTENDO-DS)	FINAL FANTASY III	ff3	opus1/1-100C.png				"&copy;1990,2006 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: Akihiko Yoshida"
1-101R	土	ギップル	1	FINAL FANTASY X-2	FINAL FANTASY X-2	ff10-2	opus1/1-101R.png				"&copy;2003,2005 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-102H	土	キマリ	1	FINAL FANTASY X	FINAL FANTASY X	ff10	opus1/1-102H.png			opus1/earth.html	"&copy;2001,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-103C	土	キマリ	1	FINAL FANTASY X	FINAL FANTASY X	ff10	opus1/1-103C.png				"&copy;2001,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-104H	土	ケフカ	1	DISSIDIA FINAL FANTASY	DISSIDIA FINAL FANTASY	dissidia	opus1/1-104H.png				"&copy;2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-105C	土	幻術師	1	FINAL FANTASY III (NINTENDO-DS)	FINAL FANTASY III	ff3	opus1/1-105C.png				"&copy;1990,2006 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: Akihiko Yoshida"
1-106C	土	ゴーレム	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-106C.png				&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-107L	土	シャントット	1	DISSIDIA FINAL FANTASY	DISSIDIA FINAL FANTASY	dissidia	opus1/1-107L.png				"&copy;2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-108H	土	セシル	1	DISSIDIA FINAL FANTASY	DISSIDIA FINAL FANTASY	dissidia	opus1/1-108H.png				"&copy;2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-109R	土	セラフィ	1	WORLD OF FINAL FANTASY	WORLD OF FINAL FANTASY	woff	opus1/1-109R.png			opus1/earth.html	"&copy; SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN:TETSUYA NOMURA/YASUHISA IZUMISAWA"
1-110C	土	タイタン	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-110C.png				&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-111C	土	タマ	1	WORLD OF FINAL FANTASY	WORLD OF FINAL FANTASY	woff	opus1/1-111C.png			opus1/earth.html	"&copy; SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN:TETSUYA NOMURA/YASUHISA IZUMISAWA"
1-112R	土	ディリータ	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-112R.png			opus1/earth.html	&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-113C	土	ディリータ	1	FINAL FANTASY TACTICS	FINAL FANTASY TACTICS	fft	opus1/1-113C.png				&copy;1997 SQUARE ENIX CO., LTD. All Rights Reserved.
1-114R	土	バレット	1	FINAL FANTASY VII	FINAL FANTASY VII	ff7	opus1/1-114R.png				"&copy;1997,2008 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: TETSUYA NOMURA"
1-115C	土	風水師	1	FINAL FANTASY III (NINTENDO-DS)	FINAL FANTASY III	ff3	opus1/1-115C.png				"&copy;1990,2006 SQUARE ENIX CO., LTD. All Rights Reserved.
CHARACTER DESIGN: Akihiko Yoshida"
